regra,latencia_media_segundos,latencia_std_segundos,num_chamadas
rule_masquerade_fake_normal_replay,1.1395388956051053e-06,5.3286821334832406e-06,200052
rule_masquerade_fake_fault_estatistica2,1.0959077333364793e-06,8.951339790636298e-06,200052
rule_masquerade_fake_fault_sqnum_reset_pattern,1.0827104694634005e-06,4.494070692758817e-06,200052
rule_masquerade_fake_fault_combination_anomaly,1.051514395558825e-06,6.116117374420435e-06,200052
rule_masquerade_fake_fault_replay,1.02151839606253e-06,1.6973674175643208e-06,200052
rule_inverse_replay_length_diff,1.0150076578131736e-06,9.497913533951557e-06,200052
rule_inverse_replay_replay,1.0141287767197927e-06,6.120677034417068e-06,200052
rule_masquerade_fake_fault_estatistica,9.907659463793636e-07,1.213542684407169e-06,200052
rule_inverse_replay_combinado,9.7750086374879e-07,1.1740965930321677e-05,200052
rule_inverse_replay_jumps_stnum_time_diff,9.502615854059773e-07,1.1740564567903147e-06,200052
rule_random_replay_go_id_alterado,9.422872946855249e-07,5.205591633080297e-07,200052
rule_masquerade_fake_fault_rapid_packets,9.352303150239417e-07,3.953909066837448e-06,200052
rule_grayhole_apdusize_diff,9.189125927141906e-07,5.972293103142865e-06,200052
rule_inverse_replay_alternancia,9.181462874039972e-07,2.547776742232545e-06,200052
rule_masquerade_fake_fault_falsification,9.086402492311493e-07,1.4649422398460376e-06,200052
rule_inverse_replay_falsification,9.029343828735337e-07,1.3178865821184221e-06,200052
rule_high_StNum_cb_status_timestamp_diff_frame_length_diff_anomalous,9.014732221427335e-07,8.387041095399132e-06,200052
rule_inverse_replay_retransmissao_exata,8.916098813076098e-07,2.3820692541480877e-06,200052
rule_high_StNum_cb_status_timestamp_diff_delay_anomalous,8.706461010860279e-07,3.866719660538572e-06,200052
rule_masquerade_fake_fault_packet_disappearance,8.698275344550382e-07,1.3649916603001697e-06,200052
rule_masquerade_fake_fault_ethsrc_ethdst_injection,8.694286822257131e-07,1.0458637063618173e-05,200052
rule_masquerade_fake_fault_falsification_disjuntor,8.62350154115454e-07,7.4597976919589865e-06,200052
rule_inverse_replay_replay_old_packets,8.542186523858163e-07,6.95944074952973e-06,200052
rule_high_StNum_cb_status_timestamp_diff_anomalous,8.521292159138021e-07,6.693159152445517e-06,200052
rule_inverse_replay_falsificacao_consistente,8.417122446607536e-07,4.280913321235958e-06,200052
rule_masquerade_fake_fault_sequence_jump,8.415934006145497e-07,3.486714735136994e-06,200052
rule_inverse_replay_inconsistencia,8.246923151179085e-07,9.112281689298252e-06,200052
rule_masquerade_fake_fault_falsification_consistente,8.245497963043214e-07,3.2333521330819125e-06,200052
rule_masquerade_fake_fault_combination3,8.17282315118747e-07,2.6553771555845652e-06,200052
rule_inverse_replay_flood_packets,8.066737989268831e-07,5.0818902971399445e-06,200052
rule_inverse_replay_anomalous_frequency,8.06510412549055e-07,2.5823724131335307e-06,200052
rule_high_StNum_cb_status_frame_length_diff_anomalous,8.032066566054749e-07,5.277442631456307e-06,200052
rule_masquerade_fake_fault_jumps_stnum_time_diff,7.942610972703695e-07,8.480092697675694e-06,200052
rule_random_replay_flood,7.899748217182117e-07,1.1062606668769573e-06,200052
rule_masquerade_fake_fault_combination,7.832445104157937e-07,3.3419389857459734e-06,200052
rule_masquerade_fake_fault_falsification_address,7.818153726255571e-07,2.1783893013503652e-06,200052
rule_high_StNum_cb_status_go_id_reset,7.664309180439596e-07,1.9898442915861886e-06,200052
rule_grayhole_delay,7.618494595060575e-07,5.478976907514678e-06,200052
rule_high_StNum_stnum_frame_length_diff_anomalous,7.55337797218413e-07,4.74268681284855e-06,200052
rule_poisoned_high_rate_injection,7.52795109811897e-07,1.348295639195103e-06,200052
rule_masquerade_fake_fault_combination2,7.51316752501739e-07,1.3825668140235469e-06,200052
rule_inverse_replay_frequencia_irregular_mudanca_delay,7.444695488533151e-07,4.619843504241658e-06,200052
rule_inverse_replay_grayhole,7.323004533741253e-07,8.194510254840161e-07,200052
rule_inverse_replay_eth_src_dst,7.192537889340145e-07,8.313160485791817e-06,200052
rule_injection_cbstatus_diff_outside_expected,7.113009326912571e-07,6.475862793477873e-07,200052
rule_injection_ethsrc_ethdst_outside_topology,7.061955746586014e-07,2.1235599306601034e-06,200052
rule_masquerade_fake_fault_state_anomaly,7.040580605632414e-07,5.352945307997599e-06,200052
rule_high_StNum_injection,6.984013863886964e-07,8.622173066655873e-07,200052
rule_masquerade_fake_fault_frequencia2,6.947954971435236e-07,1.1278470735234767e-06,200052
rule_inverse_replay_mudanca_anomala_gooselengthdiff_apdusize,6.938225210054414e-07,8.50523792642868e-07,200052
rule_poisoned_high_rate_injection_forged_packets,6.930850527038581e-07,1.0192095099190212e-06,200052
rule_high_StNum_frame_length_diff_correlated,6.912796778157018e-07,2.2088696814883206e-06,200052
rule_masquerade_fake_fault_cbstatus_goID_falsification,6.862464727293315e-07,6.061630640407212e-07,200052
rule_injection_sqdiff,6.848098688828489e-07,7.5664500198625035e-06,200052
rule_grayhole_sqnum,6.814803800430043e-07,7.663814477856224e-07,200052
rule_masquerade_fake_fault_frequencia,6.711212835486762e-07,4.9188869361672954e-06,200052
rule_masquerade_fake_fault_packet_frequency_anomaly,6.701305261554215e-07,3.7890405811583407e-06,200052
rule_masquerade_fake_fault_flood,6.694934122462784e-07,7.412454891549339e-06,200052
rule_masquerade_fake_fault_frequency_anomaly,6.687996918982637e-07,8.669991754397476e-06,200052
rule_inverse_replay_cb_status_diff,6.634246356486322e-07,3.0596159416383317e-06,200052
rule_inverse_replay_pacotes_timestamp_diff_pequeno,6.596530194538458e-07,2.237107260335203e-06,200052
rule_inverse_replay_padrao_alternancia,6.592845376517818e-07,5.512693108559609e-07,200052
rule_masquerade_fake_normal_falsification,6.554616393346418e-07,6.916687286225596e-07,200052
rule_masquerade_fake_normal_jumps_stnum_time_diff,6.525207000229508e-07,1.4879291659683139e-06,200052
rule_high_StNum_combined,6.512926904857237e-07,5.0234516257743664e-06,200052
rule_injection_stdiff,6.512264020508554e-07,3.8048829605873947e-06,200052
rule_masquerade_fake_fault_grayhole,6.5068195279582e-07,2.178276561242615e-06,200052
rule_grayhole_goose_length,6.483275985050361e-07,5.816353932973412e-06,200052
rule_injection_timestampdiff,6.441074022219684e-07,1.5487463670094277e-06,200052
rule_injection_replay_pattern,6.33779396851211e-07,1.0640582130865806e-06,200052
rule_inverse_replay_flood,6.31572460571363e-07,1.1951775286460396e-05,200052
rule_high_StNum_stDiff,6.308972674203871e-07,7.236228078453943e-06,200052
rule_inverse_replay_pacotes_desaparecidos,6.302708959024491e-07,7.2622710690544014e-06,200052
rule_inverse_replay_frequencia_irregular,6.301253019864022e-07,7.101538684791509e-07,200052
rule_poisoned_high_rate_jumps_stnum_time_diff,6.28229456343468e-07,9.699581986094089e-07,200052
rule_grayhole_timediff,6.258631542941282e-07,1.868883857422862e-06,200052
rule_masquerade_fake_fault_time_diff_anomaly,6.250998101790617e-07,4.470725446472102e-06,200052
rule_masquerade_fake_normal_desvio_significativo_tráfego_normal,6.223405419248652e-07,3.4507775321869913e-06,200052
rule_high_StNum_stDiff_and_StNum,6.145380590961953e-07,3.042123842374716e-06,200052
rule_injection_freq_anomalous,6.054082690460239e-07,2.894028284018286e-06,200052
rule_grayhole_stnum,6.039228792821694e-07,1.6603914640803455e-06,200052
rule_random_replay_sqnum_reset_pattern,6.02761082133993e-07,1.055281180818115e-06,200052
rule_poisoned_high_rate_sqnum_reset_pattern,6.008526946367722e-07,8.636386510812438e-07,200052
rule_high_StNum_falsification,6.006838615198893e-07,1.432053514195959e-06,200052
rule_masquerade_fake_normal_injection,5.965808829381769e-07,5.084915414725769e-07,200052
rule_grayhole_cbstatus_time_diff,5.940999451218814e-07,2.33993257237495e-06,200052
rule_high_StNum_replay_pattern,5.930217543693671e-07,1.0169042339633617e-06,200052
rule_random_replay_replay_exato,5.889141526229392e-07,9.372410459295693e-07,200052
rule_grayhole_apdu_size,5.874975906023238e-07,3.287600110966687e-06,200052
rule_masquerade_fake_fault_packet_reappearance,5.852907547318691e-07,1.0926188170964657e-06,200052
rule_high_StNum_delay_anomalous,5.847391436265892e-07,6.108658877374461e-07,200052
rule_high_StNum_cb_status_go_id_apdu_size_diff,5.844705964260497e-07,2.214830610205251e-06,200052
rule_random_replay_jumps_stnum_time_diff,5.781773099256073e-07,5.011307539660823e-07,200052
rule_inverse_replay_combination,5.772618521579107e-07,1.0751263563443305e-06,200052
rule_inverse_replay_time_diff,5.760296727803296e-07,1.0128778402605676e-06,200052
rule_masquerade_fake_normal_combined,5.726460273480608e-07,1.54233215088962e-06,200052
rule_random_replay_replay,5.692913408513931e-07,1.0592287174079332e-06,200052
rule_inverse_replay_pacotes_tdiff_grande,5.637614535716162e-07,1.0397084354260916e-06,200052
rule_grayhole_cbstatus_jumps,5.626767131588284e-07,1.010828174996514e-06,200052
